Adj Close,Close,Date,High,Low,Open,Volume
50.53404998779297,56.20000076293945,2013-01-02 14:30:00,56.650001525878906,55.630001068115234,56.13999938964844,2246200
50.363197326660156,56.0099983215332,2013-01-03 14:30:00,56.849998474121094,55.83000183105469,56.2400016784668,1206600
50.60597610473633,56.279998779296875,2013-01-04 14:30:00,56.4900016784668,55.95000076293945,56.0099983215332,1140000
50.875736236572266,56.58000183105469,2013-01-07 14:30:00,56.709999084472656,55.900001525878906,56.029998779296875,1981600
50.30026626586914,55.939998626708984,2013-01-08 14:30:00,56.5,55.66999816894531,56.4900016784668,1167800
50.579002380371094,56.25,2013-01-09 14:30:00,56.27000045776367,55.97999954223633,56.060001373291016,691600
51.05556106567383,56.779998779296875,2013-01-10 14:30:00,56.810001373291016,56.25,56.45000076293945,1260500
51.70298767089844,57.5,2013-01-11 14:30:00,57.630001068115234,56.75,57.02000045776367,1307100
51.85584259033203,57.66999816894531,2013-01-14 14:30:00,57.75,57.36000061035156,57.380001068115234,1198400
51.72996520996094,57.529998779296875,2013-01-15 14:30:00,57.720001220703125,57.11000061035156,57.439998626708984,985000
52.10761642456055,57.95000076293945,2013-01-16 14:30:00,58.02000045776367,57.099998474121094,57.349998474121094,2037300
52.18855285644531,58.040000915527344,2013-01-17 14:30:00,58.15999984741211,57.70000076293945,58.11000061035156,1295000
53.06074905395508,59.0099983215332,2013-01-18 14:30:00,59.25,58.279998779296875,58.279998779296875,3151200
52.41334533691406,58.290000915527344,2013-01-22 14:30:00,59.0,57.810001373291016,58.900001525878906,2416000
52.63813781738281,58.540000915527344,2013-01-23 14:30:00,58.75,55.970001220703125,58.11000061035156,6798900
52.871925354003906,58.79999923706055,2013-01-24 14:30:00,59.47999954223633,58.41999816894531,58.41999816894531,2434500
52.69208526611328,58.599998474121094,2013-01-25 14:30:00,58.900001525878906,58.369998931884766,58.810001373291016,1714900
53.06074905395508,59.0099983215332,2013-01-28 14:30:00,59.2400016784668,58.689998626708984,58.709999084472656,1181900
52.997802734375,58.939998626708984,2013-01-29 14:30:00,59.029998779296875,58.38999938964844,59.029998779296875,994300
52.77301025390625,58.689998626708984,2013-01-30 14:30:00,59.09000015258789,58.630001068115234,58.93000030517578,995000
52.503265380859375,58.38999938964844,2013-01-31 14:30:00,58.939998626708984,58.36000061035156,58.619998931884766,1633300
52.93486404418945,58.869998931884766,2013-02-01 14:30:00,59.20000076293945,58.5,58.900001525878906,1324200
52.77301025390625,58.689998626708984,2013-02-04 14:30:00,59.13999938964844,58.5,58.5,1808600
53.87900161743164,59.91999816894531,2013-02-05 14:30:00,60.119998931884766,59.0,59.0,2260900
53.40243911743164,59.38999938964844,2013-02-06 14:30:00,59.66999816894531,58.689998626708984,58.970001220703125,1454500
53.96893310546875,60.02000045776367,2013-02-07 14:30:00,60.119998931884766,59.279998779296875,59.380001068115234,1419000
54.22068786621094,60.29999923706055,2013-02-08 14:30:00,60.47999954223633,59.189998626708984,60.20000076293945,1227000
54.76020431518555,60.900001525878906,2013-02-11 14:30:00,61.040000915527344,60.209999084472656,60.36000061035156,1080400
54.697261810302734,60.83000183105469,2013-02-12 14:30:00,61.060001373291016,60.470001220703125,60.790000915527344,941300
54.67928695678711,60.810001373291016,2013-02-13 14:30:00,61.400001525878906,60.790000915527344,61.0,1489400
54.95802307128906,61.119998931884766,2013-02-14 14:30:00,61.279998779296875,60.20000076293945,60.52000045776367,1765500
55.23677444458008,61.43000030517578,2013-02-15 14:30:00,61.83000183105469,61.150001525878906,61.31999969482422,1851700
55.77627944946289,62.029998779296875,2013-02-19 14:30:00,62.04999923706055,61.27000045776367,61.349998474121094,1519700
55.08390808105469,61.2599983215332,2013-02-20 14:30:00,61.9900016784668,61.25,61.97999954223633,1423600
54.74222183227539,60.880001068115234,2013-02-21 14:30:00,61.220001220703125,60.52000045776367,61.220001220703125,1384100
55.659385681152344,61.900001525878906,2013-02-22 14:30:00,61.95000076293945,61.029998779296875,61.16999816894531,1297300
54.202720642089844,60.279998779296875,2013-02-25 14:30:00,62.08000183105469,60.27000045776367,62.0,1851700
54.517425537109375,60.630001068115234,2013-02-26 14:30:00,60.84000015258789,60.119998931884766,60.400001525878906,2619500
55.830230712890625,62.09000015258789,2013-02-27 14:30:00,62.29999923706055,60.630001068115234,60.83000183105469,1901600
55.93813705444336,62.209999084472656,2013-02-28 14:30:00,62.5099983215332,61.86000061035156,61.95000076293945,1890600
55.77627944946289,62.029998779296875,2013-03-01 14:30:00,62.279998779296875,61.5099983215332,61.939998626708984,1247500
56.19890594482422,62.5,2013-03-04 14:30:00,62.5,61.630001068115234,61.7599983215332,1325200
56.62152099609375,62.970001220703125,2013-03-05 14:30:00,63.13999938964844,62.5,62.689998626708984,1773400
56.74740219116211,63.11000061035156,2013-03-06 14:30:00,63.58000183105469,63.029998779296875,63.25,1863900
56.324790954589844,62.63999938964844,2013-03-07 14:30:00,63.439998626708984,62.61000061035156,63.29999923706055,1397100
56.4236946105957,62.75,2013-03-08 14:30:00,63.31999969482422,62.529998779296875,62.869998931884766,2082000
56.25285339355469,62.560001373291016,2013-03-11 13:30:00,62.84000015258789,62.52000045776367,62.61000061035156,1715300
55.86619567871094,62.130001068115234,2013-03-12 13:30:00,62.619998931884766,61.470001220703125,62.5099983215332,2105900
56.18223571777344,62.220001220703125,2013-03-13 13:30:00,62.29999923706055,61.66999816894531,62.0,1264000
56.29058837890625,62.34000015258789,2013-03-14 13:30:00,62.56999969482422,62.02000045776367,62.4900016784668,1499800
56.04678726196289,62.06999969482422,2013-03-15 13:30:00,62.5,62.029998779296875,62.209999084472656,2211800
55.65852737426758,61.63999938964844,2013-03-18 13:30:00,62.099998474121094,61.2599983215332,61.439998626708984,768700
55.68560791015625,61.66999816894531,2013-03-19 13:30:00,61.97999954223633,61.2400016784668,61.7599983215332,879600
56.34476089477539,62.400001525878906,2013-03-20 13:30:00,62.52000045776367,61.90999984741211,61.95000076293945,1399600
56.37185287475586,62.43000030517578,2013-03-21 13:30:00,62.630001068115234,61.97999954223633,62.130001068115234,1173100
57.43735122680664,63.61000061035156,2013-03-22 13:30:00,63.779998779296875,62.470001220703125,62.4900016784668,1752300
57.14841079711914,63.290000915527344,2013-03-25 13:30:00,63.720001220703125,62.869998931884766,63.709999084472656,1186700
57.30190658569336,63.459999084472656,2013-03-26 13:30:00,63.75,63.34000015258789,63.58000183105469,916200
57.39220428466797,63.560001373291016,2013-03-27 13:30:00,63.77000045776367,63.0099983215332,63.18000030517578,900500
57.81660079956055,64.02999877929688,2013-03-28 13:30:00,64.0999984741211,63.310001373291016,63.459999084472656,1352000
57.51861572265625,63.70000076293945,2013-04-01 13:30:00,64.2300033569336,63.560001373291016,63.970001220703125,748000
57.51861572265625,63.70000076293945,2013-04-02 13:30:00,64.19999694824219,63.470001220703125,64.0,650400
56.705955505371094,62.79999923706055,2013-04-03 13:30:00,63.630001068115234,62.619998931884766,63.58000183105469,1611300
56.877525329589844,62.9900016784668,2013-04-04 13:30:00,63.189998626708984,62.560001373291016,62.68000030517578,1246200
56.58856964111328,62.66999816894531,2013-04-05 13:30:00,62.83000183105469,62.06999969482422,62.36000061035156,1056800
57.040042877197266,63.16999816894531,2013-04-08 13:30:00,63.20000076293945,62.34000015258789,62.59000015258789,1155200
57.46444320678711,63.63999938964844,2013-04-09 13:30:00,63.93000030517578,63.08000183105469,63.29999923706055,991000
58.41254806518555,64.69000244140625,2013-04-10 13:30:00,64.72000122070312,63.439998626708984,63.72999954223633,1012400
58.35837173461914,64.62999725341797,2013-04-11 13:30:00,64.72000122070312,64.1500015258789,64.55999755859375,1109400
